symbol,name,market cap,country,ipo year,sector,industry
ra,Brookfield Real Assets Income Fund Inc. Common Stock,776854151,,2016,,
raca,Therapeutics Acquisition Corp. Class A Common Stock,240413481,United States,2020,Finance,Business Services
race,Ferrari N.V. Common Shares,57362001483,,2015,Capital Goods,Auto Manufacturing
rad,Rite Aid Corporation Common Stock,876682603,United States,,Health Care,Medical/Nursing Services
rada,RADA Electronic Industries Ltd. Ordinary Shares,432676397,Israel,,Technology,Electronic Components
radi,Radius Global Infrastructure Inc. Class A Common Stock,765367500,United States,,Consumer Services,Real Estate
rail,FreightCar America Inc. Common Stock,36895219,United States,2005,Capital Goods,Railroads
ramp,LiveRamp Holdings Inc. Common Stock,4876625148,United States,2018,Technology,EDP Services
rand,Rand Capital Corporation Common Stock,46895462,United States,,Finance,Finance: Consumer Services
rapt,RAPT Therapeutics Inc. Common Stock,487912996,United States,2019,Health Care,Major Pharmaceuticals
rare,Ultragenyx Pharmaceutical Inc. Common Stock,9296225966,United States,2014,Health Care,Major Pharmaceuticals
rave,Rave Restaurant Group Inc. Common Stock,16406069,United States,,Consumer Non-Durables,Food Distributors
ravn,Raven Industries Inc. Common Stock,1176721224,United States,,Capital Goods,Specialty Chemicals
rba,Ritchie Bros. Auctioneers Incorporated Common Stock,7712227675,Canada,,Miscellaneous,Business Services
rbac,RedBall Acquisition Corp. Class A Ordinary Shares,798531250,United States,2020,Finance,Business Services
rbb,RBB Bancorp Common Stock,311561669,United States,2017,Finance,Major Banks
rbbn,Ribbon Communications Inc. Common Stock,940817980,United States,,Technology,EDP Services
rbc,Regal Beloit Corporation Common Stock,4961758342,United States,,Consumer Durables,Metal Fabrications
rbcaa,Republic Bancorp Inc. Class A Common Stock,749931420,United States,1998,Finance,Major Banks
rbcn,Rubicon Technology Inc. Common Stock,22426072,United States,2007,Technology,Semiconductors
rbkb,Rhinebeck Bancorp Inc. Common Stock,93964968,United States,2019,Finance,Banks
rbnc,Reliant Bancorp Inc. Common Stock,305581425,United States,,Finance,Major Banks
rc,Ready Capital Corproation Common Stock,676474936,United States,2013,Consumer Services,Real Estate Investment Trusts
rcel,Avita Therapeutics Inc. Common Stock,412572316,Australia,,Health Care,Medical/Dental Instruments
rcg,RENN Fund Inc Common Stock,9823703,United States,,,
rchg,Recharge Acquisition Corp. Class A Common Stock,262392500,United States,2020,Finance,Business Services
rci,Rogers Communication Inc. Common Stock,23680997414,Canada,,Consumer Services,Television Services
rcii,Rent-A-Center Inc. Common Stock,2073911995,United States,1995,Technology,Diversified Commercial Services
rckt,Rocket Pharmaceuticals Inc. Common Stock,3399796528,United States,2015,Health Care,Major Pharmaceuticals
rcky,Rocky Brands Inc. Common Stock,203222614,United States,1993,Consumer Non-Durables,Shoe Manufacturing
rcl,D/B/A Royal Caribbean Cruises Ltd. Common Stock,16361066535,United States,1993,Consumer Services,Marine Transportation
rcm,R1 RCM Inc. Common Stock,2796398255,United States,,Consumer Services,Other Consumer Services
rcmt,RCM Technologies Inc. Common Stock,24159653,United States,,Technology,Professional Services
rcon,Recon Technology Ltd. Ordinary Shares,9270765,China,2009,Energy,Oilfield Services/Equipment
rcs,PIMCO Strategic Income Fund Inc.,304037120,United States,1994,,
rcus,Arcus Biosciences Inc. Common Stock,1775652364,,2018,Health Care,Major Pharmaceuticals
rdcm,Radcom Ltd. Ordinary Shares,145016811,Israel,1997,Technology,Computer peripheral equipment
rdfn,Redfin Corporation Common Stock,7283823263,United States,2017,Finance,Real Estate
rdhl,Redhill Biopharma Ltd. American Depositary Shares,327568724,Israel,,Health Care,Major Pharmaceuticals
rdi,Reading International Inc Class A Common Stock,111355889,United States,,Consumer Services,Movies/Entertainment
rdib,Reading International Inc Class B Common Stock,473262527,United States,,Consumer Services,Movies/Entertainment
rdn,Radian Group Inc. Common Stock,3852202582,United States,,Finance,Property-Casualty Insurers
rdnt,RadNet Inc. Common Stock,995543989,United States,,Health Care,Medical Specialities
rdus,Radius Health Inc. Common Stock,856471921,United States,2014,Health Care,Major Pharmaceuticals
rdvt,Red Violet Inc. Common Stock ,314928907,United States,,Technology,Computer Software: Prepackaged Software
rdwr,Radware Ltd. Ordinary Shares,1278867731,Israel,1999,Miscellaneous,Business Services
rdy,Dr. Reddy's Laboratories Ltd Common Stock,11763377896,India,,Health Care,Major Pharmaceuticals
re,Everest Re Group Ltd. Common Stock,9201496723,Bermuda,,Finance,Property-Casualty Insurers
real,The RealReal Inc. Common Stock,1821151488,United States,2019,Consumer Services,Other Specialty Stores
redu,RISE Education Cayman Ltd American Depositary Shares,345598127,China,2017,Consumer Services,Other Consumer Services
reed,Reeds Inc. Common Stock,52063245,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
refr,Research Frontiers Incorporated Common Stock,87468085,United States,,Miscellaneous,Multi-Sector Companies
reg,Regency Centers Corporation Common Stock,7803589271,United States,1993,Consumer Services,Real Estate Investment Trusts
regi,Renewable Energy Group Inc. Common Stock,2855555399,United States,2012,Basic Industries,Major Chemicals
regn,Regeneron Pharmaceuticals Inc. Common Stock,51294768167,United States,1991,Health Care,Major Pharmaceuticals
rei,Ring Energy Inc. Common Stock,54530124,United States,,Energy,Oil & Gas Production
rekr,Rekor Systems Inc. Common Stock,260991244,United States,,Capital Goods,Telecommunications Equipment
rell,Richardson Electronics Ltd. Common Stock,62075974,United States,1983,Technology,Electronic Components
relx,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),47916244598,United Kingdom,2015,Consumer Services,Publishing
renn,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,120728791,China,2011,Consumer Durables,Automotive Aftermarket
reph,Recro Pharma Inc. Common Stock,70803848,United States,2014,Health Care,Major Pharmaceuticals
repl,Replimune Group Inc. Common Stock,1937315750,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
res,RPC Inc. Common Stock,681764206,United States,,Energy,Oilfield Services/Equipment
resi,Front Yard Residential Corporation Common Stock,950822558,United States,,Finance,Real Estate
resn,Resonant Inc. Common Stock,149526221,United States,2014,Technology,Semiconductors
reta,Reata Pharmaceuticals Inc. Class A Common Stock,4545167263,United States,2016,Health Care,Major Pharmaceuticals
reto,ReTo Eco-Solutions Inc. Common Shares,15238839,China,2017,Capital Goods,Industrial Machinery/Components
rev,Revlon Inc. New Common Stock,682130016,United States,1996,Consumer Non-Durables,Package Goods/Cosmetics
revg,REV Group Inc. Common Stock,566842493,United States,2017,Capital Goods,Auto Manufacturing
rex,REX American Resources Corporation,448201750,United States,,Basic Industries,Major Chemicals
rexr,Rexford Industrial Realty Inc. Common Stock,6340928839,United States,2013,Consumer Services,Real Estate Investment Trusts
reyn,Reynolds Consumer Products Inc. Common Stock,6330858095,United States,2020,Consumer Durables,Containers/Packaging
rezi,Resideo Technologies Inc. Common Stock ,3112657437,,2018,Capital Goods,Wholesale Distributors
rf,Regions Financial Corporation Common Stock,15314277555,United States,,Finance,Major Banks
rfi,Cohen & Steers Total Return Realty Fund Inc. Common Stock,341639080,United States,1993,,
rfil,RF Industries Ltd. Common Stock,45926130,United States,,Capital Goods,Electrical Products
rfl,Rafael Holdings Inc. Class B Common Stock,384990774,United States,2018,Finance,Real Estate
rfp,Resolute Forest Products Inc. Common Stock,529374055,Canada,,Basic Industries,Paper
rga,Reinsurance Group of America Incorporated Common Stock,7852840835,United States,,Finance,Life Insurance
rgco,RGC Resources Inc. Common Stock,194626098,United States,,Public Utilities,Oil & Gas Production
rgen,Repligen Corporation Common Stock,10469327133,United States,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rgld,Royal Gold Inc. Common Stock,7061025681,United States,,Basic Industries,Precious Metals
rgls,Regulus Therapeutics Inc. Common Stock,83191161,United States,2012,Health Care,Major Pharmaceuticals
rgnx,REGENXBIO Inc. Common Stock,1751463535,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rgp,Resources Connection Inc. Common Stock,406064979,United States,,Miscellaneous,Business Services
rgr,Sturm Ruger & Company Inc. Common Stock,1149655589,United States,,Capital Goods,Ordnance And Accessories
rgs,Regis Corporation Common Stock,331157362,United States,1991,Consumer Services,Other Consumer Services
rgt,Royce Global Value Trust Inc. Common Stock,139801186,,2013,,
rh,RH Common Stock,9184928251,United States,2012,Consumer Services,Other Specialty Stores
rhe,Regional Health Properties Inc. Common Stock,5067865,,2017,Consumer Services,Real Estate
rhi,Robert Half International Inc. Common Stock,7095006423,United States,,Technology,Professional Services
rhp,Ryman Hospitality Properties Inc. (REIT),3754563902,United States,,Consumer Services,Real Estate Investment Trusts
ribt,RiceBran Technologies Common Stock,25716608,United States,,Consumer Non-Durables,Packaged Foods
rice,Rice Acquisition Corp. Class A Common Stock,326903731,United States,2020,Finance,Business Services
rick,RCI Hospitality Holdings Inc. Common Stock,353876461,United States,1995,Consumer Services,Restaurants
ride,Lordstown Motors Corp. Class A Common Stock,3525783229,United States,2019,Capital Goods,Auto Manufacturing
rig,Transocean Ltd (Switzerland) Common Stock,1377908588,Switzerland,,Energy,Oil & Gas Production
rigl,Rigel Pharmaceuticals Inc. Common Stock,617627141,United States,2000,Health Care,Major Pharmaceuticals
rily,B. Riley Financial Inc. Common Stock,1137808666,United States,,Miscellaneous,Business Services
rio,Rio Tinto Plc Common Stock,94539870352,Australia,2002,Basic Industries,Precious Metals
riot,Riot Blockchain Inc.  Common Stock ,1181773373,United States,,Technology,EDP Services
riv,RiverNorth Opportunities Fund Inc. Common Stock,152263545,,2015,,
rive,Riverview Financial Corporation Common Stock,83065084,United States,,Finance,Major Banks
rjf,Raymond James Financial Inc. Common Stock,12985282138,United States,,Finance,Investment Bankers/Brokers/Service
rkda,Arcadia Biosciences Inc. Common Stock,33824880,United States,2015,Consumer Non-Durables,Farming/Seeds/Milling
rkt,Rocket Companies Inc. Class A Common Stock,41435358762,United States,2020,Finance,Finance: Consumer Services
rl,Ralph Lauren Corporation Common Stock,7572461266,United States,1997,Consumer Non-Durables,Apparel
rlay,Relay Therapeutics Inc. Common Stock,3872944716,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rlgt,Radiant Logistics Inc. Common Stock,282441117,United States,,Transportation,Oil Refining/Marketing
rlgy,Realogy Holdings Corp. Common Stock,1557512826,United States,2012,Finance,Real Estate
rlh,Red Lions Hotels Corporation Common Stock,70028021,United States,,Consumer Services,Hotels/Resorts
rli,RLI Corp. Common Stock (DE),4658028130,United States,,Finance,Property-Casualty Insurers
rlj,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,2394466956,United States,2011,Consumer Services,Real Estate Investment Trusts
rlmd,Relmada Therapeutics Inc. Common Stock,518429510,United States,,Health Care,Major Pharmaceuticals
rm,Regional Management Corp. Common Stock,324203337,United States,2012,Finance,Finance: Consumer Services
rmax,RE/MAX Holdings Inc. Class A Common Stock,1132962724,,2013,Finance,Real Estate
rmbi,Richmond Mutual Bancorporation Inc. Common Stock,184329407,United States,2019,Finance,Major Banks
rmbl,RumbleOn Inc. Class B Common Stock,65332394,United States,,Technology,EDP Services
rmbs,Rambus Inc. Common Stock,1994213713,United States,1997,Technology,Semiconductors
rmcf,Rocky Mountain Chocolate Factory Inc. Common Stock,24283700,United States,,Consumer Non-Durables,Specialty Foods
rmd,ResMed Inc. Common Stock,30468410918,United States,,Health Care,Medical/Dental Instruments
rmed,Ra Medical Systems Inc. Common Stock,21894615,,2018,Health Care,Medical/Dental Instruments
rmi,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,135431945,,2018,,
rmm,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,349827668,,2019,,
rmni,Rimini Street Inc. (DE) Common Stock,340231100,United States,2015,Miscellaneous,Business Services
rmr,The RMR Group Inc. Class A Common Stock,1232906822,United States,,Consumer Services,Professional Services
rmrm,RMR Mortgage Trust Common Stock,107580185,United States,,,
rmt,Royce Micro-Cap Trust Inc. Common Stock,434937152,United States,,,
rmti,Rockwell Medical Inc. (DE) Common Stock,91486483,United States,1998,Health Care,Major Pharmaceuticals
rna,Avidity Biosciences Inc. Common Stock,1005687442,United States,2020,Health Care,Major Pharmaceuticals
rndb,Randolph Bancorp Inc. Common Stock,124113539,United States,2016,Finance,Major Banks
rnet,RigNet Inc. Common Stock,129008209,United States,2010,Consumer Services,Telecommunications Equipment
rng,RingCentral Inc. Class A Common Stock,35127114132,,2013,Technology,EDP Services
rngr,Ranger Energy Services Inc. Class A Common Stock,54822835,United States,2017,Energy,Oilfield Services/Equipment
rnlx,Renalytix AI plc American Depositary Shares,494843586,United Kingdom,2020,Health Care,Medical Specialities
rnp,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,1061082904,United States,2003,,
rnr,RenaissanceRe Holdings Ltd. Common Stock,8276193854,Bermuda,,Finance,Property-Casualty Insurers
rnst,Renasant Corporation Common Stock,1872987849,United States,,Finance,Major Banks
rnwk,RealNetworks Inc. Common Stock,60093103,United States,1997,Technology,EDP Services
road,Construction Partners Inc. Class A Common Stock,1488984077,United States,2018,Basic Industries,Military/Government/Technical
roch,Roth CH Acquisition I Co. Common Stock,163931040,United States,2020,Finance,Business Services
rock,Gibraltar Industries Inc. Common Stock,2329560745,United States,1993,Capital Goods,Steel/Iron Ore
rog,Rogers Corporation Common Stock,2851420839,United States,,Basic Industries,Major Chemicals
roic,Retail Opportunity Investments Corp. Common Stock (MD),1569468562,United States,,Consumer Services,Real Estate Investment Trusts
rok,Rockwell Automation Inc. Common Stock,28829085442,United States,,Capital Goods,Industrial Machinery/Components
roku,Roku Inc. Class A Common Stock,42948532866,United States,2017,Consumer Services,Television Services
rol,Rollins Inc. Common Stock,18920130898,United States,,Finance,Diversified Commercial Services
roll,RBC Bearings Incorporated Common Stock,4530017895,United States,2005,Capital Goods,Metal Fabrications
root,Root Inc. Class A Common Stock,3957600740,United States,2020,Finance,Property-Casualty Insurers
rop,Roper Technologies Inc. Common Stock,44265574854,United States,1992,Capital Goods,Industrial Machinery/Components
rost,Ross Stores Inc. Common Stock,43884172487,United States,1985,Consumer Services,Clothing/Shoe/Accessory Stores
rp,RealPage Inc. Common Stock,8876870794,United States,2010,Technology,Computer Software: Prepackaged Software
rpai,Retail Properties of America Inc. Class A Common Stock,1838287540,United States,2012,Consumer Services,Real Estate Investment Trusts
rpay,Repay Holdings Corporation Class A Common Stock,1962108597,United States,2018,Miscellaneous,Business Services
rpd,Rapid7 Inc. Common Stock,4744817995,United States,2015,Technology,Computer Software: Prepackaged Software
rpla,Replay Acquisition Corp. Ordinary Shares,375187500,,2019,Finance,Business Services
rpm,RPM International Inc. Common Stock,11734101197,United States,,Basic Industries,Paints/Coatings
rprx,Royalty Pharma plc Class A Ordinary Shares ,30714934650,United States,2020,Health Care,Major Pharmaceuticals
rpt,RPT Realty Common Stock,688176184,United States,,Consumer Services,Real Estate Investment Trusts
rptx,Repare Therapeutics Inc. Common Shares,1253686943,Canada,2020,Health Care,Major Pharmaceuticals
rqi,Cohen & Steers Quality Income Realty Fund Inc Common Shares,1628518035,United States,2002,,
rrbi,Red River Bancshares Inc. Common Stock,363409770,United States,2019,Finance,Major Banks
rrc,Range Resources Corporation Common Stock,1711024944,United States,,Energy,Oil & Gas Production
rrd,R.R. Donnelley & Sons Company Common Stock,156366000,United States,,Miscellaneous,Publishing
rrgb,Red Robin Gourmet Burgers Inc. Common Stock,305086535,United States,2002,Consumer Services,Restaurants
rrr,Red Rock Resorts Inc. Class A Common Stock,2863945567,United States,2016,Consumer Services,Hotels/Resorts
rs,Reliance Steel & Aluminum Co. Common Stock (DE),7659680320,United States,1994,Basic Industries,Metal Fabrications
rsf,RiverNorth Specialty Finance Corporation,87733553,,2019,,
rsg,Republic Services Inc. Common Stock,30537012070,United States,1998,Public Utilities,Environmental Services
rsss,Research Solutions Inc Common Stock,61964120,United States,,Miscellaneous,Business Services
rtlr,Rattler Midstream LP Common Units,1431679470,United States,2019,Public Utilities,Natural Gas Distribution
rtp,Reinvent Technology Partners Class A Ordinary Shares,971131875,United States,2020,Finance,Business Services
rtx,Raytheon Technologies Corporation Common Stock,1.08345E+11,United States,,Capital Goods,Aerospace
ruby,Rubius Therapeutics Inc. Common Stock,643749982,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ruhn,Ruhnn Holding Limited American Depositary Shares,243892328,China,2019,Consumer Services,Catalog/Specialty Distribution
run,Sunrun Inc. Common Stock,13150589309,United States,2015,Capital Goods,Industrial Specialties
rusha,Rush Enterprises Inc. Common Stock Cl A,2261731890,United States,,Consumer Durables,Automotive Aftermarket
rushb,Rush Enterprises Inc. Class B,2055373486,United States,,Consumer Durables,Automotive Aftermarket
ruth,Ruth's Hospitality Group Inc. Common Stock,606906600,United States,2005,Consumer Services,Restaurants
rvi,Retail Value Inc. Common Stock ,295543282,United States,2018,Finance,Real Estate
rvlv,Revolve Group Inc. Class A Common Stock,2146154821,,2019,Consumer Services,Catalog/Specialty Distribution
rvmd,Revolution Medicines Inc. Common Stock,2687733893,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rvnc,Revance Therapeutics Inc. Common Stock,1856721955,United States,2014,Health Care,Major Pharmaceuticals
rvp,Retractable Technologies Inc. Common Stock,369615482,United States,,Health Care,Medical/Dental Instruments
rvph,Reviva Pharmaceuticals Holdings Inc. Common Stock ,45132721,United States,2018,Health Care,Major Pharmaceuticals
rvsb,Riverview Bancorp Inc Common Stock,117823640,United States,,Finance,Savings Institutions
rvt,Royce Value Trust Inc. Common Stock,1624577169,United States,1986,,
rwlk,ReWalk Robotics Ltd. Ordinary Shares,36516907,Israel,2014,Health Care,Industrial Specialties
rwt,Redwood Trust Inc. Common Stock,985526216,United States,1995,Consumer Services,Real Estate Investment Trusts
rxn,Rexnord Corporation Common Stock,4788340789,United States,2012,Technology,Industrial Machinery/Components
rxt,Rackspace Technology Inc. Common Stock,4085990970,United States,2020,Technology,Computer Software: Programming Data Processing
ry,Royal Bank Of Canada Common Stock,1.17303E+11,Canada,,Finance,Commercial Banks
ryaay,Ryanair Holdings plc American Depositary Shares,25263932889,Ireland,1997,Transportation,Air Freight/Delivery Services
ryam,Rayonier Advanced Materials Inc. Common Stock,413009185,United States,2014,Basic Industries,Paper
ryb,RYB Education Inc. American depositary shares each representing one Class A ordinary share,64659636,,2017,Consumer Services,Other Consumer Services
ryi,Ryerson Holding Corporation Common Stock,505817858,United States,2014,Basic Industries,Metal Fabrications
ryn,Rayonier Inc. REIT Common Stock,4010906156,United States,,Consumer Services,Real Estate Investment Trusts
rytm,Rhythm Pharmaceuticals Inc. Common Stock,1326584397,United States,2017,Health Care,Major Pharmaceuticals
rzlt,Rezolute Inc. Common Stock,111502898,United States,,Health Care,Major Pharmaceuticals
sa,Seabridge Gold Inc. Ordinary Shares (Canada),1558186787,Canada,,Basic Industries,Precious Metals
sabr,Sabre Corporation Common Stock,3832608360,United States,2014,Technology,Computer Software: Programming Data Processing
sach,Sachem Capital Corp. Common Shares,93667558,United States,2017,Consumer Services,Real Estate Investment Trusts
safe,Safehold Inc. Common Stock,3871536455,United States,2017,Consumer Services,Real Estate
safm,Sanderson Farms Inc. Common Stock,2922294096,United States,1987,Consumer Non-Durables,Meat/Poultry/Fish
saft,Safety Insurance Group Inc. Common Stock,1162304192,United States,2002,Finance,Property-Casualty Insurers
sage,Sage Therapeutics Inc. Common Stock,4589298383,United States,2014,Health Care,Major Pharmaceuticals
sah,Sonic Automotive Inc. Common Stock,1633220679,United States,1997,Consumer Durables,Automotive Aftermarket
saia,Saia Inc. Common Stock,4801497305,United States,,Transportation,Trucking Freight/Courier Services
saic,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,5562169672,,,Technology,EDP Services
saii,Software Acquisition Group Inc. II Class A Common Stock,215700469,United States,2020,Finance,Business Services
sail,SailPoint Technologies Holdings Inc. Common Stock,4925627937,United States,2017,Technology,Computer Software: Prepackaged Software
sal,Salisbury Bancorp Inc. Common Stock,108585321,United States,,Finance,Savings Institutions
salm,Salem Media Group Inc. Class A Common Stock,29493121,United States,1999,Consumer Services,Broadcasting
salt,Scorpio Bulkers Inc. Common Stock,192704333,Monaco,2013,Transportation,Marine Transportation
sam,Boston Beer Company Inc. (The) Common Stock,12211022071,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
samg,Silvercrest Asset Management Group Inc. Class A Common Stock,207105391,United States,2013,Finance,Investment Managers
san,Banco Santander S.A. Sponsored ADR (Spain),54101646000,Spain,,Finance,Commercial Banks
sand          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),1379231360,Canada,,Basic Industries,Precious Metals
sanm,Sanmina Corporation Common Stock,2065833403,United States,1993,Technology,Electrical Products
sanw,S&W Seed Company Common Stock (NV),93079985,United States,,Consumer Non-Durables,Farming/Seeds/Milling
sap,SAP  SE ADS,1.56619E+11,Germany,,Technology,Computer Software: Prepackaged Software
sar,Saratoga Investment Corp New,234660762,United States,,,
sasr,Sandy Spring Bancorp Inc. Common Stock,1525991290,United States,,Finance,Major Banks
sats,EchoStar  Corporation Common Stock,2032878575,United States,,Consumer Services,Telecommunications Equipment
sava,Cassava Sciences Inc. Common Stock,240131734,United States,,Health Care,Major Pharmaceuticals
save,Spirit Airlines Inc. Common Stock,2452134700,United States,,Transportation,Air Freight/Delivery Services
sb,Safe Bulkers Inc Common Stock ($0.001 par value),131805226,Monaco,2008,Transportation,Marine Transportation
sbac,SBA Communications Corporation Class A Common Stock,30559033600,United States,1999,Consumer Services,Real Estate Investment Trusts
sbbp,Strongbridge Biopharma plc Ordinary Shares,167773211,United States,2015,Health Care,Major Pharmaceuticals
sbcf,Seacoast Banking Corporation of Florida Common Stock,1611475303,United States,,Finance,Major Banks
sbe,Switchback Energy Acquisition Corporation Class A Common Stock,1670960523,,2019,Capital Goods,Industrial Specialties
sbfg,SB Financial Group Inc. Common Stock,133578431,United States,,Finance,Major Banks
sbg,Sandbridge Acquisition Corporation Class A Common Stock,291812500,,2020,Finance,Business Services
sbgi,Sinclair Broadcast Group Inc. Class A Common Stock,2374776618,United States,1995,Consumer Services,Broadcasting
sbh,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,1444023501,United States,,Consumer Services,Other Specialty Stores
sbi,Western Asset Intermediate Muni Fund Inc Common Stock,128853182,United States,1992,,
sblk,Star Bulk Carriers Corp. Common Shares,821377347,Greece,,Transportation,Marine Transportation
sbny,Signature Bank Common Stock,7205610713,United States,2004,Finance,Major Banks
sbow,SilverBow Resorces Inc. Common Stock,63861233,,,Energy,Oil & Gas Production
sbr,Sabine Royalty Trust Common Stock,415730023,United States,,Energy,Oil & Gas Production
sbra,Sabra Health Care REIT Inc. Common Stock,3664700636,United States,,Consumer Services,Real Estate Investment Trusts
sbs,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),5864514676,Brazil,2002,Public Utilities,Water Supply
sbsi,Southside Bancshares Inc. Common Stock,1028212242,United States,,Finance,Major Banks
sbsw,D/B/A Sibanye-Stillwater Limited ADS,11776788111,,,,
sbt,Sterling Bancorp Inc. Common Stock,224882375,United States,2017,Finance,Savings Institutions
sbtx,Silverback Therapeutics Inc. Common Stock,1352353729,United States,2020,Health Care,Major Pharmaceuticals
sbux,Starbucks Corporation Common Stock,1.24817E+11,United States,1992,Consumer Services,Restaurants
sc,Santander Consumer USA Holdings Inc. Common Stock,6747334578,,2014,Finance,Finance: Consumer Services
scco,Southern Copper Corporation Common Stock,50682683516,United States,,Basic Industries,Precious Metals
scd,LMP Capital and Income Fund Inc. Common Stock,207167962,United States,2004,,
schl,Scholastic Corporation Common Stock,828047901,United States,1992,Consumer Services,Books
schn,Schnitzer Steel Industries Inc. Class A Common Stock,852437633,United States,1993,Consumer Durables,Industrial Specialties
schw,Charles Schwab Corporation (The) Common Stock,98745526882,United States,,Finance,Investment Bankers/Brokers/Service
sci,Service Corporation International Common Stock,8424706786,United States,,Consumer Services,Other Consumer Services
sckt,Socket Mobile Inc. Common Stock,15034375,United States,,Technology,Computer Manufacturing
scl,Stepan Company Common Stock,2646182011,United States,,Basic Industries,Package Goods/Cosmetics
scm,Stellus Capital Investment Corporation Common Stock,211812853,United States,2012,,
scor,comScore Inc. Common Stock,177599170,United States,2018,Miscellaneous,Business Services
scpe,SC Health Corporation Class A Ordinary Shares,231775000,,2019,Finance,Business Services
scph,scPharmaceuticals Inc. Common Stock,146981379,United States,2017,Health Care,Major Pharmaceuticals
scpl,SciPlay Corporation Class A Common Stock,325029029,United States,2019,Technology,EDP Services
scs,Steelcase Inc. Common Stock,1527710847,United States,1998,Consumer Durables,Office Equipment/Supplies/Services
scsc,ScanSource Inc. Common Stock,662961380,United States,,Technology,Retail: Computer Software & Peripheral Equipment
scu,Sculptor Capital Management Inc. Class A Common Stock,846535485,United States,,Finance,Investment Managers
scvl,Shoe Carnival Inc. Common Stock,568514907,United States,1993,Consumer Services,Clothing/Shoe/Accessory Stores
scvx,SCVX Corp. Class A Ordinary Shares,303312500,,2020,Finance,Business Services
scwx,SecureWorks Corp. Class A Common Stock,1184799135,United States,2016,Technology,Computer Software: Prepackaged Software
scx,L.S. Starrett Company (The) Common Stock,29832123,United States,,Capital Goods,Industrial Machinery/Components
scyx,SCYNEXIS Inc. Common Stock,140744869,United States,2014,Health Care,Major Pharmaceuticals
sd,SandRidge Energy Inc. Common Stock,111018846,,2016,Energy,Oil & Gas Production
sdc,SmileDirectClub Inc. Class A Common Stock,4756248223,United States,2019,Health Care,Medical/Dental Instruments
sdgr,Schrodinger Inc. Common Stock,5688215725,United States,2020,Health Care,Major Pharmaceuticals
sdpi,Superior Drilling Products Inc. Common Stock,14304804,,2014,Energy,Metal Fabrications
se,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,99786290986,United States,2017,Consumer Services,Other Consumer Services
seac,SeaChange International Inc. Common Stock,46663413,United States,1996,Technology,Radio And Television Broadcasting And Communications Equipment
seah,Sports Entertainment Acquisition Corp. Class A Common Stock,579200625,United States,2020,Finance,Business Services
seas,SeaWorld Entertainment Inc. Common Stock,2436106562,United States,2013,Consumer Services,Services-Misc. Amusement & Recreation
seb,Seaboard Corporation Common Stock,3625542305,United States,1996,Consumer Services,Farming/Seeds/Milling
seco,Secoo Holding Limited ADR,157555213,China,2017,Consumer Services,Other Specialty Stores
sedg,SolarEdge Technologies Inc. Common Stock,16430666218,Israel,2015,Technology,Semiconductors
see,Sealed Air Corporation Common Stock,7109121365,United States,,Basic Industries,Major Chemicals
seed,Origin Agritech Limited Common Stock,70164136,China,,Consumer Non-Durables,Farming/Seeds/Milling
seel,Seelos Therapeutics Inc. Common Stock,85346077,United States,,Health Care,Major Pharmaceuticals
seer,Seer Inc. Class A Common Stock,3677206683,United States,2020,Capital Goods,Biotechnology: Laboratory Analytical Instruments
seic,SEI Investments Company Common Stock,8210846619,United States,1981,Finance,Investment Bankers/Brokers/Service
selb,Selecta Biosciences Inc. Common Stock,327742358,United States,2016,Health Care,Major Pharmaceuticals
self,Global Self Storage Inc. Common Stock,37424808,United States,,Consumer Services,Real Estate Investment Trusts
sem,Select Medical Holdings Corporation Common Stock,3662855350,United States,2009,Health Care,Hospital/Nursing Management
senea,Seneca Foods Corp. Class A Common Stock,360953177,United States,,Consumer Non-Durables,Packaged Foods
seneb,Seneca Foods Corp. Class B Common Stock,358637920,United States,,Consumer Non-Durables,Packaged Foods
sens,Senseonics Holdings Inc. Common Stock,222917883,United States,,Capital Goods,Industrial Machinery/Components
sesn,Sesen Bio Inc. Common Stock,176548577,United States,2014,Health Care,Major Pharmaceuticals
sf,Stifel Financial Corporation Common Stock,5229512572,United States,,Finance,Investment Bankers/Brokers/Service
